scope,dataset,model,method,k,rows,scored_rows,hit,recall,mrr,qrel_status,qrel_exists_fraction,duplicate_keys,missing_idx,empty_retrieval,short_rows,rows_without_gold,path,qrel_report
cache,casehold,model_invariant,golden_plus_neighbors,1,3600,3600,1.0,1.0,1.0,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_qfull_seed42_golden_neighbors_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt
cache,casehold,model_invariant,golden_plus_neighbors,3,3600,3600,1.0,1.0,1.0,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_qfull_seed42_golden_neighbors_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt
cache,casehold,model_invariant,golden_plus_neighbors,5,3600,3600,1.0,1.0,1.0,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_qfull_seed42_golden_neighbors_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt
cache,casehold,model_invariant,golden_plus_neighbors,10,3600,3600,1.0,1.0,1.0,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_qfull_seed42_golden_neighbors_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt
cache,casehold,model_invariant,rag_simple,1,3600,3600,0.06055555555555556,0.06055555555555556,0.06055555555555556,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_qfull_seed42_raw_question_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt
cache,casehold,model_invariant,rag_simple,3,3600,3600,0.13083333333333333,0.13083333333333333,0.09046296296296297,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_qfull_seed42_raw_question_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt
cache,casehold,model_invariant,rag_simple,5,3600,3600,0.17944444444444443,0.17944444444444443,0.10150462962962964,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_qfull_seed42_raw_question_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt
cache,casehold,model_invariant,rag_simple,10,3600,3600,0.2638888888888889,0.2638888888888889,0.11253582451499118,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_qfull_seed42_raw_question_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt
macro,macro,macro,all_supplied_caches,1,7200,7200,0.5302777777777777,0.5302777777777777,0.5302777777777777,mixed,,0,0,0,0,0,,
macro,macro,macro,all_supplied_caches,3,7200,7200,0.5654166666666667,0.5654166666666667,0.5452314814814815,mixed,,0,0,0,0,0,,
macro,macro,macro,all_supplied_caches,5,7200,7200,0.5897222222222223,0.5897222222222223,0.5507523148148148,mixed,,0,0,0,0,0,,
macro,macro,macro,all_supplied_caches,10,7200,7200,0.6319444444444444,0.6319444444444444,0.5562679122574956,mixed,,0,0,0,0,0,,
