scope,dataset,model,method,k,rows,scored_rows,hit,recall,mrr,qrel_status,qrel_exists_fraction,duplicate_keys,missing_idx,empty_retrieval,short_rows,rows_without_gold,path,qrel_report
cache,barexam,llama70b,rag_hyde,1,1195,1195,0.02594142259414226,0.02594142259414226,0.02594142259414226,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_qfull_seed42_groq-llama70b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt
cache,barexam,llama70b,rag_hyde,3,1195,1195,0.06527196652719665,0.06527196652719665,0.042677824267782424,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_qfull_seed42_groq-llama70b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt
cache,barexam,llama70b,rag_hyde,5,1195,1195,0.10460251046025104,0.10460251046025104,0.051548117154811716,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_qfull_seed42_groq-llama70b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt
cache,barexam,llama70b,rag_hyde,10,1195,1195,0.17573221757322174,0.17573221757322174,0.06085375572823271,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_qfull_seed42_groq-llama70b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt
cache,barexam,llama70b,snap_hyre,1,1195,1195,0.0301255230125523,0.0301255230125523,0.0301255230125523,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_qfull_seed42_groq-llama70b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt
cache,barexam,llama70b,snap_hyre,3,1195,1195,0.07196652719665272,0.07196652719665272,0.04769874476987448,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_qfull_seed42_groq-llama70b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt
cache,barexam,llama70b,snap_hyre,5,1195,1195,0.11046025104602511,0.11046025104602511,0.05640167364016737,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_qfull_seed42_groq-llama70b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt
cache,barexam,llama70b,snap_hyre,10,1195,1195,0.18493723849372384,0.18493723849372384,0.06626021119744968,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_qfull_seed42_groq-llama70b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt
cache,casehold,llama70b,rag_hyde,1,3600,3600,0.3302777777777778,0.3302777777777778,0.3302777777777778,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_qfull_seed42_groq-llama70b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt
cache,casehold,llama70b,rag_hyde,3,3600,3600,0.45166666666666666,0.45166666666666666,0.38449074074074074,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_qfull_seed42_groq-llama70b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt
